group_id,class,kept_file,removed_file,hash_distance,reason,action
170,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-22_at_10_31_21_AM_1__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-22_at_10_31_21_AM_1__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
171,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_12_59_30_PM_2__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_12_59_30_PM_2__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
172,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image541__jpeg.jpg,MECHANICAL SWEEPING\verified_image541__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
173,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_2_56_09_PM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_2_56_09_PM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
174,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_12_59_30_PM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_12_59_30_PM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
175,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2026-07-03_at_11_10_44_PM__jpeg.jpg,MECHANICAL SWEEPING\WhatsApp_Image_2026-07-04_at_12_58_26_AM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
176,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image518__jpeg.jpg,MECHANICAL SWEEPING\verified_image518__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
177,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_4_44_00_PM_2__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_4_44_00_PM_2__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
178,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image525__jpeg.jpg,MECHANICAL SWEEPING\verified_image525__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
179,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image501__jpeg.jpg,MECHANICAL SWEEPING\verified_image501__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
180,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image536__jpeg.jpg,MECHANICAL SWEEPING\verified_image536__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
181,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image546__jpeg.jpg,MECHANICAL SWEEPING\verified_image546__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
182,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_9_56_14_AM_1__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_9_56_14_AM_1__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
183,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image504__jpeg.jpg,MECHANICAL SWEEPING\verified_image504__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
184,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_9_56_14_AM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_9_56_14_AM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
185,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_12_59_30_PM_3__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_12_59_30_PM_3__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
186,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image506__jpeg.jpg,MECHANICAL SWEEPING\verified_image506__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
187,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-21_at_4_27_30_PM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-21_at_4_27_30_PM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
188,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_5_27_52_PM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_5_27_52_PM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
189,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image538__jpeg.jpg,MECHANICAL SWEEPING\verified_image538__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
190,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image503__jpeg.jpg,MECHANICAL SWEEPING\verified_image503__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
191,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image524__jpeg.jpg,MECHANICAL SWEEPING\verified_image524__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
192,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image526__jpeg.jpg,MECHANICAL SWEEPING\verified_image526__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
193,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image511__jpeg.jpg,MECHANICAL SWEEPING\verified_image511__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
194,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_12_59_51_PM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_12_59_51_PM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
195,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_4_44_01_PM_3__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_4_44_01_PM_3__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
196,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_4_43_59_PM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_4_43_59_PM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
197,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_12_22_21_PM_2__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_12_22_21_PM_2__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
198,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_9_56_15_AM_1__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_9_56_15_AM_1__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
199,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_4_44_00_PM_1__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_4_44_00_PM_1__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
200,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_4_44_05_PM_2__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_4_44_05_PM_2__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
201,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image519__jpeg.jpg,MECHANICAL SWEEPING\verified_image519__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
202,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image515__jpeg.jpg,MECHANICAL SWEEPING\verified_image515__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
203,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image545__jpeg.jpg,MECHANICAL SWEEPING\verified_image545__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
204,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image527__jpeg.jpg,MECHANICAL SWEEPING\verified_image527__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
205,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image537__jpeg.jpg,MECHANICAL SWEEPING\verified_image537__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
206,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image514__jpeg.jpg,MECHANICAL SWEEPING\verified_image514__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
207,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image497__jpeg.jpg,MECHANICAL SWEEPING\verified_image497__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
208,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image523__jpeg.jpg,MECHANICAL SWEEPING\verified_image523__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
209,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_4_43_58_PM_3__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_4_43_58_PM_3__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
210,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image522__jpeg.jpg,MECHANICAL SWEEPING\verified_image522__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
211,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image543__jpeg.jpg,MECHANICAL SWEEPING\verified_image543__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
212,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_9_56_15_AM_4__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_9_56_15_AM_4__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
213,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image509__jpeg.jpg,MECHANICAL SWEEPING\verified_image509__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
214,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image498__jpeg.jpg,MECHANICAL SWEEPING\verified_image498__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
215,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image496__jpeg.jpg,MECHANICAL SWEEPING\verified_image496__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
216,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image487__jpeg.jpg,MECHANICAL SWEEPING\verified_image487__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
217,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_12_56_33_PM_1__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_12_56_33_PM_1__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
218,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image529__jpeg.jpg,MECHANICAL SWEEPING\verified_image529__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
219,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image495__jpeg.jpg,MECHANICAL SWEEPING\verified_image495__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
220,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_4_44_22_PM_4__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_4_44_22_PM_4__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
221,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_12_59_30_PM_1__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_12_59_30_PM_1__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
222,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_9_56_13_AM_4__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_9_56_13_AM_4__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
223,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image490__jpeg.jpg,MECHANICAL SWEEPING\verified_image490__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
224,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image544__jpeg.jpg,MECHANICAL SWEEPING\verified_image544__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
225,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_5_28_13_PM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_5_28_13_PM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
226,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image531__jpeg.jpg,MECHANICAL SWEEPING\verified_image531__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
227,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_4_43_58_PM_1__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_4_43_58_PM_1__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
228,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image520__jpeg.jpg,MECHANICAL SWEEPING\verified_image520__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
229,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image516__jpeg.jpg,MECHANICAL SWEEPING\verified_image516__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
230,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_11_29_29_AM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_11_29_29_AM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
231,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image500__jpeg.jpg,MECHANICAL SWEEPING\verified_image500__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
232,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image493__jpeg.jpg,MECHANICAL SWEEPING\verified_image493__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
233,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_2_56_10_PM_3__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_2_56_10_PM_3__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
234,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image494__jpeg.jpg,MECHANICAL SWEEPING\verified_image494__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
235,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image533__jpeg.jpg,MECHANICAL SWEEPING\verified_image533__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
236,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image508__jpeg.jpg,MECHANICAL SWEEPING\verified_image508__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
237,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_9_56_16_AM_7__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_9_56_16_AM_7__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
238,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image540__jpeg.jpg,MECHANICAL SWEEPING\verified_image540__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
239,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_4_44_22_PM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_4_44_22_PM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
240,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_5_27_52_PM_1__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_5_27_52_PM_1__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
241,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image528__jpeg.jpg,MECHANICAL SWEEPING\verified_image528__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
242,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image542__jpeg.jpg,MECHANICAL SWEEPING\verified_image542__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
243,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image512__jpeg.jpg,MECHANICAL SWEEPING\verified_image512__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
244,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image505__jpeg.jpg,MECHANICAL SWEEPING\verified_image505__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
245,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_5_27_53_PM_3__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_5_27_53_PM_3__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
246,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image492__jpeg.jpg,MECHANICAL SWEEPING\verified_image492__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
247,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-24_at_2_56_10_PM_4__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-24_at_2_56_10_PM_4__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
248,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2026-07-03_at_11_10_44_PM_1__jpeg.jpg,MECHANICAL SWEEPING\WhatsApp_Image_2026-07-04_at_12_58_27_AM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
249,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\image517__jpeg.jpg,MECHANICAL SWEEPING\verified_image517__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
250,MECHANICAL_SWEEPING,MECHANICAL SWEEPING\WhatsApp_Image_2025-12-20_at_5_27_53_PM__jpeg.jpg,MECHANICAL SWEEPING\verified_WhatsApp_Image_2025-12-20_at_5_27_53_PM__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
251,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image632__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image632__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
252,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image599__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image599__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
253,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image639__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image639__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
254,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image594__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image594__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
255,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image609__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image609__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
256,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image630__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image630__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
257,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image581__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image581__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
258,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image596__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image596__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
259,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image623__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image623__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
260,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image620__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image620__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
261,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image608__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image608__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
262,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image627__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image627__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
263,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image644__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image644__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
264,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image565__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image565__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
265,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image613__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image613__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
266,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image563__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image563__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
267,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image577__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image577__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
268,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image575__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image575__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
269,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image554__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image554__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
270,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image564__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image564__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
271,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image556__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image556__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
272,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image590__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image590__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
273,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image626__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image626__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
274,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image568__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image568__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
275,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image602__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image602__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
276,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image591__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image591__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
277,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image617__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image617__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
278,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image597__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image597__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
279,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image579__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image579__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
280,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image574__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image574__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
281,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image637__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image637__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
282,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image618__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image618__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
283,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image643__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image643__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
284,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image548__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image548__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
285,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image572__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image572__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
286,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image562__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image562__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
287,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image552__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image552__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
288,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image555__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image555__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
289,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image580__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image580__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
290,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image640__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image640__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
291,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image628__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image628__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
292,MECHANIZED_BEACH_CLEANING,MECHANIZED BEACH CLEANING\image569__jpeg.jpg,MECHANIZED BEACH CLEANING\verified_image569__jpeg.jpg,0,identical_perceptual_hash,moved_to_quarantine
